seed,N,pair,c,routing_F0,routing_Fi,routing_Fj,routing_Fij,F0_to_Fi,F0_to_Fj,F0_to_Fij,Fij_pattern_new,total_routing_changes,gamma_oper
4,50,photo-cartoon,0.15,"F,F,F,F","F,F,F,D","F,F,F,D","F,F,F,D",1,1,1,False,3,0.0855587481439631
4,50,photo-sketch,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,50,photo-sketch,0.02,"D,D,F,D","F,D,D,D","D,D,D,D","D,D,D,D",2,1,1,False,4,-0.0006543469560092
4,50,photo-sketch,0.05,"D,F,F,F","F,D,D,D","D,D,D,D","F,D,D,D",4,3,4,False,11,0.0070309428926783
4,50,photo-sketch,0.1,"F,F,F,F","F,F,D,D","D,D,F,D","F,F,D,D",2,3,2,False,7,0.0439761511188808
4,50,photo-sketch,0.15,"F,F,F,F","F,F,F,D","D,D,F,D","F,F,F,D",1,3,1,False,5,0.0836748122501002
4,50,art_painting-cartoon,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,50,art_painting-cartoon,0.02,"D,D,F,D","D,D,D,D","D,D,D,D","D,D,D,D",1,1,1,False,3,1.4499002841450448e-05
4,50,art_painting-cartoon,0.05,"D,F,F,F","F,F,D,D","D,D,F,D","F,D,D,D",3,2,4,True,9,0.0033675416122125
4,50,art_painting-cartoon,0.1,"F,F,F,F","F,F,F,D","D,D,F,D","F,F,F,D",1,3,1,False,5,0.0323323866948096
4,50,art_painting-cartoon,0.15,"F,F,F,F","F,F,F,D","F,F,F,D","F,F,F,D",1,1,1,False,3,0.0544032209214916
4,50,art_painting-sketch,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,50,art_painting-sketch,0.02,"D,D,F,D","D,D,D,D","D,D,D,D","D,D,D,D",1,1,1,False,3,1.4499002841450448e-05
4,50,art_painting-sketch,0.05,"D,F,F,F","F,F,D,D","D,D,D,D","F,D,D,D",3,3,4,True,10,0.0054342302253641
4,50,art_painting-sketch,0.1,"F,F,F,F","F,F,F,D","D,D,F,D","F,F,F,F",1,3,0,True,4,0.0590963490022108
4,50,art_painting-sketch,0.15,"F,F,F,F","F,F,F,D","D,D,F,D","F,F,F,F",1,3,0,True,4,0.1090963490022108
4,50,cartoon-sketch,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,50,cartoon-sketch,0.02,"D,D,F,D","D,D,D,D","D,D,D,D","D,D,D,D",1,1,1,False,3,1.4499002841450448e-05
4,50,cartoon-sketch,0.05,"D,F,F,F","D,D,F,D","D,D,D,D","D,D,F,D",2,3,2,False,7,0.0103932070688576
4,50,cartoon-sketch,0.1,"F,F,F,F","D,D,F,D","D,D,F,D","D,D,F,F",3,3,2,True,8,0.0566011240373336
4,50,cartoon-sketch,0.15,"F,F,F,F","F,F,F,D","D,D,F,D","D,D,F,F",1,3,2,True,6,0.0911719582640159
4,100,photo-art_painting,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,100,photo-art_painting,0.02,"D,D,F,D","F,D,D,D","D,D,D,D","D,D,D,D",2,1,1,False,4,-0.002009310520968
4,100,photo-art_painting,0.05,"D,F,F,F","F,D,D,D","D,D,D,D","F,D,D,D",4,3,4,False,11,0.0070039855023807
4,100,photo-art_painting,0.1,"F,F,F,F","F,F,D,D","F,F,D,D","F,F,D,D",2,2,2,False,6,0.0278165303298432
4,100,photo-art_painting,0.15,"F,F,F,F","F,F,D,D","F,F,D,D","F,F,F,D",2,2,1,True,5,0.0537111106042335
4,100,photo-cartoon,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,100,photo-cartoon,0.02,"D,D,F,D","F,D,D,D","D,D,D,D","D,F,D,D",2,1,2,True,5,0.0018871017386313
4,100,photo-cartoon,0.05,"D,F,F,F","F,D,D,D","D,D,D,D","F,F,D,D",4,3,3,True,10,0.0208634519491722
4,100,photo-cartoon,0.1,"F,F,F,F","F,F,D,D","D,D,F,D","F,F,F,F",2,3,0,True,5,0.0864956653488714
4,100,photo-cartoon,0.15,"F,F,F,F","F,F,D,D","D,D,F,D","F,F,F,F",2,3,0,True,5,0.1489956653488716
4,100,photo-sketch,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,100,photo-sketch,0.02,"D,D,F,D","F,D,D,D","D,D,D,D","D,D,D,D",2,1,1,False,4,-0.002009310520968
4,100,photo-sketch,0.05,"D,F,F,F","F,D,D,D","D,D,D,D","F,F,D,D",4,3,3,True,10,0.0163288907060978
4,100,photo-sketch,0.1,"F,F,F,F","F,F,D,D","D,D,D,D","F,F,F,D",2,4,1,True,7,0.0696974371330624
4,100,photo-sketch,0.15,"F,F,F,F","F,F,D,D","D,D,D,D","F,F,F,F",2,4,0,True,6,0.1370798341867668
4,100,art_painting-cartoon,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,100,art_painting-cartoon,0.02,"D,D,F,D","D,D,D,D","D,D,D,D","D,D,D,D",1,1,1,False,3,1.4499002841450448e-05
4,100,art_painting-cartoon,0.05,"D,F,F,F","D,D,D,D","D,D,D,D","D,D,D,D",3,3,3,False,9,0.0119300938767649
4,100,art_painting-cartoon,0.1,"F,F,F,F","F,F,D,D","D,D,F,D","F,D,F,D",2,3,2,True,7,0.0358442400735132
4,100,art_painting-cartoon,0.15,"F,F,F,F","F,F,D,D","D,D,F,D","F,F,F,F",2,3,0,True,5,0.0840849013240871
4,100,art_painting-sketch,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,100,art_painting-sketch,0.02,"D,D,F,D","D,D,D,D","D,D,D,D","D,D,D,D",1,1,1,False,3,1.4499002841450448e-05
4,100,art_painting-sketch,0.05,"D,F,F,F","D,D,D,D","D,D,D,D","D,D,D,D",3,3,3,False,9,0.0119300938767649
4,100,art_painting-sketch,0.1,"F,F,F,F","F,F,D,D","D,D,D,D","F,D,F,F",2,4,1,True,7,0.0636419802437864
4,100,art_painting-sketch,0.15,"F,F,F,F","F,F,D,D","D,D,D,D","F,F,F,F",2,4,0,True,6,0.1277562773119648
4,100,cartoon-sketch,0.0,"D,D,D,D","D,D,D,D","D,D,D,D","D,D,D,D",0,0,0,False,0,0.0
4,100,cartoon-sketch,0.02,"D,D,F,D","D,D,D,D","D,D,D,D","D,D,D,D",1,1,1,False,3,1.4499002841450448e-05
4,100,cartoon-sketch,0.05,"D,F,F,F","D,D,D,D","D,D,D,D","D,D,D,D",3,3,3,False,9,0.0119300938767649
4,100,cartoon-sketch,0.1,"F,F,F,F","D,D,F,D","D,D,D,D","D,D,F,D",3,4,3,False,10,0.0517816032374508
4,100,cartoon-sketch,0.15,"F,F,F,F","D,D,F,D","D,D,D,D","D,D,F,D",3,4,3,False,10,0.1017816032374508
