seed,N,intervention_domain,c,DeltaS_photo,DeltaS_art_painting,DeltaS_cartoon,DeltaS_sketch,DeltaS_local,DeltaS_cross_mean,DeltaS_cross_sum,cross_domains_improved,cross_domains_worsened,cross_domains_zero,singleton_class,cross_loss_exceeds_local_gain,DeltaV_contribution_photo,DeltaV_contribution_art_painting,DeltaV_contribution_cartoon,DeltaV_contribution_sketch,DeltaV_local_learning,DeltaV_cross_learning,DeltaV_routing_adjustment,DeltaV,negative_dominant_term
0,25,sketch,0.0,-0.11221252807141902,-0.20081128549875038,-0.0118827552258427,-0.09588954350044354,-0.09588954350044354,-0.1083021895986707,-0.3249065687960121,0,3,0,C,False,0.0,-0.014705562769753128,-0.0010295889524064572,0.0,-0.023972385875110885,-0.08122664219900302,0.08946387635195432,-0.015735151722159585,cross_loss
0,25,sketch,0.02,-0.11221252807141902,-0.20081128549875038,-0.0118827552258427,-0.09588954350044354,-0.09588954350044354,-0.1083021895986707,-0.3249065687960121,0,3,0,C,False,0.0,-0.019705562769753132,-0.002970688806460675,0.0,-0.023972385875110885,-0.08122664219900302,0.0825227764979001,-0.022676251576213807,cross_loss
0,25,sketch,0.05,-0.11221252807141902,-0.20081128549875038,-0.0118827552258427,-0.09588954350044354,-0.09588954350044354,-0.1083021895986707,-0.3249065687960121,0,3,0,C,False,0.0,-0.02720556276975314,-0.002970688806460675,-0.003624332737084013,-0.023972385875110885,-0.08122664219900302,0.07139844376081608,-0.03380058431329783,cross_loss
0,25,sketch,0.1,-0.11221252807141902,-0.20081128549875038,-0.0118827552258427,-0.09588954350044354,-0.09588954350044354,-0.1083021895986707,-0.3249065687960121,0,3,0,C,False,-0.011015367709313412,-0.03970556276975312,-0.002970688806460675,-0.016124332737083996,-0.023972385875110885,-0.08122664219900302,0.035383076051502704,-0.0698159520226112,cross_loss
0,25,sketch,0.15,-0.11221252807141902,-0.20081128549875038,-0.0118827552258427,-0.09588954350044354,-0.09588954350044354,-0.1083021895986707,-0.3249065687960121,0,3,0,C,False,-0.023515367709313423,-0.050202821374687595,-0.002970688806460675,-0.023972385875110885,-0.023972385875110885,-0.08122664219900302,0.004537764308541331,-0.10066126376557258,cross_loss
0,50,art_painting,0.0,-0.003912552538009595,0.001143494842294035,-0.10652882772658345,-0.1459603915044282,0.001143494842294035,-0.08546725725634041,-0.25640177176902124,0,3,0,A,True,0.0,0.00028587371057350874,-0.0010295889524064572,0.0,0.00028587371057350874,-0.06410044294225531,0.06307085398984885,-0.0007437152418329485,cross_loss
0,50,art_painting,0.02,-0.003912552538009595,0.001143494842294035,-0.10652882772658345,-0.1459603915044282,0.001143494842294035,-0.08546725725634041,-0.25640177176902124,0,3,0,A,True,0.0,0.00028587371057350874,-0.006029588952406462,0.0,0.00028587371057350874,-0.06410044294225531,0.05807085398984885,-0.005743715241832953,cross_loss
0,50,art_painting,0.05,-0.003912552538009595,0.001143494842294035,-0.10652882772658345,-0.1459603915044282,0.001143494842294035,-0.08546725725634041,-0.25640177176902124,0,3,0,A,True,0.0,0.00028587371057350874,-0.013529588952406468,-0.003624332737084013,0.00028587371057350874,-0.06410044294225531,0.04694652125276483,-0.016868047978916972,cross_loss
0,50,art_painting,0.1,-0.003912552538009595,0.001143494842294035,-0.10652882772658345,-0.1459603915044282,0.001143494842294035,-0.08546725725634041,-0.25640177176902124,0,3,0,A,True,-0.0009781381345023987,0.00028587371057350874,-0.02602958895240645,-0.016124332737083996,0.00028587371057350874,-0.06410044294225531,0.020968383118262462,-0.04284618611341934,cross_loss
0,50,art_painting,0.15,-0.003912552538009595,0.001143494842294035,-0.10652882772658345,-0.1459603915044282,0.001143494842294035,-0.08546725725634041,-0.25640177176902124,0,3,0,A,True,-0.0009781381345023987,0.00028587371057350874,-0.026632206931645863,-0.028624332737084007,0.00028587371057350874,-0.06410044294225531,0.00786576513902304,-0.05594880409265876,cross_loss
