state_type,seed,evaluation_split,test_used,ba_photo,ba_art_painting,ba_cartoon,ba_sketch,N,domain,domain_i,domain_j
Fij_CM,2,validation,False,0.9105792360202022,0.7274182464548941,0.80228549181764,0.5913258214028868,50.0,,photo,cartoon
Fij_CM,2,validation,False,0.8998212929962494,0.7497011313952778,0.7857328949868453,0.7315071496601727,50.0,,photo,sketch
Fij_CM,3,validation,False,0.905983973122063,0.7669671691666977,0.8059240522053365,0.6938124867282687,100.0,,art_painting,cartoon
Fij_CM,3,validation,False,0.8857857937390751,0.703612353556243,0.7958436277552909,0.8197113726355384,100.0,,art_painting,sketch
Fij_CM,3,validation,False,0.7734759328752655,0.5153036286522988,0.813353860750038,0.7256942934430365,100.0,,cartoon,sketch
Fij_CM,3,validation,False,0.9605570815645502,0.8117457823663637,0.7214049801612287,0.5442867031514388,100.0,,photo,art_painting
Fij_CM,3,validation,False,0.9610167760096253,0.7561014298361396,0.8019877197615699,0.608550462981329,100.0,,photo,cartoon
Fij_CM,3,validation,False,0.9260402715034844,0.7152463603928086,0.7913580727214464,0.7508647947185096,100.0,,photo,sketch
Fij_CM,3,validation,False,0.9054902272366121,0.748082181288331,0.8428385371993107,0.6911953971837874,25.0,,art_painting,cartoon
Fij_CM,3,validation,False,0.8655405308829749,0.7104523925307227,0.8118466038614448,0.7860873035497092,25.0,,art_painting,sketch
Fij_CM,3,validation,False,0.8498564794846377,0.6482212104532833,0.8159541500153928,0.5350416360632746,25.0,,cartoon,sketch
Fij_CM,3,validation,False,0.9213241470114186,0.7851573674769724,0.7643845436591625,0.7043669282943327,25.0,,photo,art_painting
Fij_CM,3,validation,False,0.9356087262491204,0.77559998076214,0.8154628042145422,0.6580171980968527,25.0,,photo,cartoon
Fij_CM,3,validation,False,0.9108022519352569,0.7073754927475049,0.7828532251281443,0.7444314993265071,25.0,,photo,sketch
Fij_CM,3,validation,False,0.8912056479989104,0.7518296451861708,0.8108782083778578,0.7193550579424727,50.0,,art_painting,cartoon
