b,delta,g,h,V,dV_analytic,dV_numeric,sign_analytic,sign_numeric,switchable
0.0,0.22721787709497204,0.3,0.2227821229050279,0.13220474636871507,-0.6831999999999999,-0.6832000000039917,-1.0,-1.0,True
0.0,0.23139664804469273,0.3,0.21860335195530722,0.12934981005586588,-0.6831999999999999,-0.6832000000039917,-1.0,-1.0,True
0.0,0.2355754189944134,0.3,0.21442458100558656,0.12649487374301674,-0.6831999999999999,-0.6832000000039917,-1.0,-1.0,True
0.0,0.23975418994413406,0.3,0.2102458100558659,0.12363993743016756,-0.6831999999999999,-0.6831999999901139,-1.0,-1.0,True
0.0,0.24393296089385474,0.3,0.2060670391061452,0.1207850011173184,-0.6831999999999999,-0.6832000000039917,-1.0,-1.0,True
0.0,0.2481117318435754,0.3,0.20188826815642455,0.11793006480446923,-0.6831999999999999,-0.6832000000039917,-1.0,-1.0,True
0.0,0.25229050279329607,0.3,0.1977094972067039,0.11507512849162006,-0.6831999999999999,-0.6831999999762361,-1.0,-1.0,True
0.0,0.25646927374301676,0.3,0.1935307262569832,0.1122201921787709,-0.6831999999999999,-0.6831999999901139,-1.0,-1.0,True
0.0,0.2606480446927374,0.3,0.18935195530726256,0.10936525586592176,-0.6831999999999999,-0.6831999999762361,-1.0,-1.0,True
0.0,0.2648268156424581,0.3,0.18517318435754188,0.1065103195530726,-0.6831999999999999,-0.6831999999901139,-1.0,-1.0,True
0.0,0.26900558659217877,0.3,0.1809944134078212,0.10365538324022341,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.2731843575418994,0.3,0.17681564245810055,0.10080044692737428,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.2773631284916201,0.3,0.17263687150837986,0.09794551061452511,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.2815418994413408,0.3,0.16845810055865917,0.09509057430167593,-0.6831999999999999,-0.6831999999762361,-1.0,-1.0,True
0.0,0.2857206703910614,0.3,0.16427932960893854,0.0922356379888268,-0.6831999999999999,-0.6831999999762361,-1.0,-1.0,True
0.0,0.2898994413407821,0.3,0.16010055865921785,0.08938070167597761,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.2940782122905028,0.3,0.15592178770949716,0.08652576536312845,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.29825698324022343,0.3,0.15174301675977653,0.08367082905027931,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.3024357541899441,0.3,0.14756424581005584,0.08081589273743013,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.3066145251396648,0.3,0.14338547486033515,0.07796095642458095,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.31079329608938544,0.3,0.13920670391061452,0.07510602011173183,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.31497206703910613,0.3,0.13502793296089383,0.07225108379888265,-0.6831999999999999,-0.6831999999762361,-1.0,-1.0,True
0.0,0.3191508379888268,0.3,0.13084916201117314,0.06939614748603347,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
0.0,0.32332960893854745,0.3,0.1266703910614525,0.06654121117318433,-0.6831999999999999,-0.683199999983175,-1.0,-1.0,True
